Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
199318,30-08-2020 16:31,3580000000000000.0,Kilback and Sons,entertainment,66.24,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30-12-2004,66eb3feae9bf50e5e796259305117005,1377880301,39.689668,-94.814184,0
33608,2/7/2020 20:33,4290000000000.0,Kulas Group,health_fitness,39.41,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23-08-1940,8cf7a216efa9c6e83c32a4ce618ed80c,1372797194,37.459708,-79.226495,0
978947,1/2/2020 22:09,180000000000000.0,Macejkovic-Lesch,shopping_pos,8.62,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20-11-1974,c478058a836f28e3a1658621c533d597,1359756572,42.804032,-91.080552,0
820626,8/12/2019 21:01,180000000000000.0,Lynch-Wisozk,home,26.18,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,30-03-1967,b09a7e15cccf48842ee78d79f3472fa5,1355000462,37.449706,-85.525943,0
452521,8/12/2020 18:42,2310000000000000.0,"Romaguera, Wehner and Tromp",kids_pets,140.64,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14-02-1961,796508f337e118f3f11188af5ac12758,1386528173,41.362726,-92.902377,0
306935,15-10-2020 13:20,2290000000000000.0,"Bradtke, Torp and Bahringer",personal_care,6.06,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19-03-1968,05582b92f23bc7b091595dc20fa71101,1381843225,34.798776,-80.75721,0
376920,15-11-2020 14:30,213000000000000.0,"Kihn, Abernathy and Douglas",shopping_net,5.45,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,84656e8ee5a17ea4fdc62470f0d1f548,1384525841,34.877181,-118.979967,0
85314,19-02-2019 16:16,3500000000000000.0,Carroll PLC,health_fitness,30.04,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",2/1/1979,725d155d4d174d466d8369ff779a78ce,1329668182,26.376751,-82.642014,0
334394,27-10-2020 08:28,2290000000000000.0,Parisian and Sons,gas_transport,46.9,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,87e57d05f655297c6be53e3fa9e77c25,1382862488,39.143504,-94.448472,0
110073,29-07-2020 05:19,38800000000000.0,Lebsack and Sons,misc_net,110.23,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,12/12/1971,c7f66ee109b07e3a31dfc4749ad48ace,1375075193,42.725286,-73.563608,0
177648,22-08-2020 23:49,504000000000.0,Smith-Stokes,misc_pos,31.67,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,12/9/1976,bf8360b8068c581c4d8f0b2a43a5d15d,1377215381,26.479454,-82.66868,0
1188720,11/5/2020 16:40,4810000000000.0,Schuppe LLC,entertainment,83.3,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,7/2/1984,521e3a8fa6cacf4ff154d274afd222ae,1368290413,32.516525,-84.615164,0
129186,4/8/2020 21:57,4630000000000000.0,Bednar Group,misc_net,27.83,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",26-12-1997,26fc65eba36ac2a8fdb940d4e287166e,1375653474,30.454095,-84.355595,0
435549,5/12/2020 21:11,6590000000000000.0,Padberg-Sauer,home,83.76,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,12/6/1983,f3748406841336cd299c64969ce5e0d6,1386277893,42.977286,-79.13086,0
157060,15-08-2020 16:35,2260000000000000.0,Kutch and Sons,grocery_pos,80.99,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17-10-1995,ac364ebb687cdf4994aad31b0c62cc81,1376584530,29.138829,-99.440593,0
198086,30-08-2020 07:55,180000000000000.0,Lebsack and Sons,misc_net,86.3,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,1b357255eb04ca27e7108845532e18ca,1377849329,30.322819,-88.882724,0
648906,3/10/2019 15:14,4.51e+18,Turner and Sons,shopping_pos,2.48,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,25-07-1983,698a38dfee995354809ff318378a6ef8,1349277270,38.910489,-80.37473,0
530794,16-08-2019 21:51,180000000000000.0,Schulist Ltd,food_dining,18.7,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,15-01-1976,35090635a2e3f9d20cace6caed14ee71,1345153894,42.623229,-84.782613,0
1024307,28-02-2020 16:20,676000000000.0,Friesen-Ortiz,personal_care,112.46,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25-03-1950,4b8e6da29d8b2fa1ebb01bdf38b8b007,1362068450,30.920033,-84.431398,0
518517,23-12-2020 06:50,3570000000000000.0,Hackett-Lueilwitz,grocery_pos,100.37,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",15-09-1950,781463d82d2765c0beabb10930bb6d23,1387781426,39.892401,-93.694272,0
463819,11/12/2020 20:54,4710000000000000.0,Thiel Ltd,travel,5.86,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",4/2/1967,803f1d757e65311bf3c947005c680fc4,1386795250,36.842028,-83.173426,0
1201496,17-05-2020 15:47,4860000000000.0,Carroll PLC,health_fitness,18.45,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15-09-1956,a8bd4cf29042d973217f257188211a05,1368805649,41.643113,-77.951625,0
219458,7/9/2020 11:49,378000000000000.0,Jaskolski-Vandervort,misc_net,134.26,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",6/4/1964,eb1c75fdd406cc00e8d972cda4f32ab3,1378554590,43.429278,-123.463614,0
206509,1/9/2020 13:42,5360000000000000.0,Weber and Sons,food_dining,7.3,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29-06-1975,91326dfc9c1b265709fc78103a44538c,1378042955,44.970663,-110.436594,0
288007,21-05-2019 15:59,4130000000000000.0,"Reinger, Weissnat and Strosin",food_dining,5.95,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,18-10-1953,ec10bcfbe86a835993603d615ce52c02,1337615964,40.188873,-81.481741,0
141050,9/8/2020 20:26,3500000000000000.0,Stiedemann Ltd,food_dining,162.27,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,30-11-1999,28b1dcc0332530d55d82fe882cd22c40,1376079975,34.222073,-111.563799,0
711617,31-10-2019 01:34,4510000000000000.0,Miller-Hauck,grocery_pos,119.55,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12/7/1926,fb892539ae2afbd11308eb5807e45213,1351647299,31.274603,-82.07148,0
1029147,2/3/2020 14:14,6010000000000000.0,Spencer PLC,entertainment,120.75,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,8/4/1993,f3bf28d5d9b61a8233b3fcbb4742bb2e,1362233643,33.998106,-90.898567,0
372074,13-11-2020 03:46,630000000000.0,Cassin-Harvey,grocery_net,42.98,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,693ff2d9aff7b6a67219d675f343da2d,1384314391,48.784332,-118.405565,0
494460,18-12-2020 15:11,2240000000000000.0,"Wintheiser, Dietrich and Schimmel",misc_pos,202.36,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/4/1996,6c75d5a58b0b66bb8973af5edbd4301d,1387379485,38.322166,-85.988353,0
62688,6/2/2019 11:29,4430000000000000.0,Berge LLC,gas_transport,45.0,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,4/11/1939,6f81b3d3469fadb730c204df77d5a8c4,1328527745,39.695019,-106.337921,0
317688,20-10-2020 01:09,378000000000000.0,"Rowe, Batz and Goodwin",grocery_pos,89.42,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",17-11-1964,1ce60bcd5277562fa98b583ee9a73d85,1382231349,42.006873,-72.829554,0
107056,28-07-2020 09:11,2260000000000000.0,"Reilly, Heaney and Cole",gas_transport,67.78,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17-10-1995,d5b2fb9c473cadf633d90938ecf812a8,1375002696,30.032379,-98.530219,0
417848,1/12/2020 8:23,36900000000000.0,Jewess LLC,shopping_pos,115.82,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",5/4/1950,0f52ac3f5ea5aad2ecea2b47e07dec51,1385886212,32.467143,-81.975525,0
25009,29-06-2020 18:27,213000000000000.0,"Okuneva, Schneider and Rau",shopping_pos,5.07,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/9/1993,df04037b3cba4920d56fbca94a528ac2,1372530439,43.150855,-108.811656,0
326974,24-10-2020 17:43,4590000000000000.0,Pouros-Haag,shopping_pos,8.05,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,12/4/1976,6f22865e02e7bf92f537bd89b5584a1b,1382636599,44.994307,-69.72447,0
103081,27-07-2020 09:07,213000000000000.0,"Schultz, Simonis and Little",grocery_pos,97.07,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,4/10/1978,ca8748fd5fc24ca3a9e67d63fb328461,1374916071,40.09812,-78.481158,0
207072,15-04-2019 17:25,3590000000000000.0,Boyer-Reichert,shopping_net,980.63,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-1984,c3c972a8abe2766ffce868df63e19a7e,1334510734,39.222224,-78.750232,0
17291,27-06-2020 12:52,3540000000000000.0,Turner LLC,travel,2.13,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,4/10/1972,f0be34a3c95797e74cc180ea70707623,1372337562,41.194475,-79.486714,0
477525,28-07-2019 18:04,4.47e+18,"Streich, Dietrich and Barton",shopping_net,83.25,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22-11-1980,763fc76e8a8e1fd39bf28efb05e36cf3,1343498667,41.941557,-71.715574,0
295728,11/10/2020 0:36,5100000000000000.0,Barton Inc,grocery_pos,205.86,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,8/7/1978,f55cfdabf6b0622dc0262b827e1d1ea8,1381451807,41.605284,-72.925974,0
209428,2/9/2020 16:38,3600000000000000.0,"Yost, Block and Koepp",misc_pos,24.45,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",10/10/1995,038a3b713a80136f6181010c40e50ff7,1378139884,41.262854,-95.620157,0
192035,27-08-2020 17:49,4910000000000000.0,Dietrich-Fadel,health_fitness,24.66,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24-07-1992,94bb56604b9633b69b43c72191c83851,1377625796,32.513796,-97.831402,0
283007,5/10/2020 4:56,6600000000000000.0,Kuvalis Ltd,gas_transport,93.18,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-1964,72b089e13050abbd903dfc5821c6b5f3,1380948984,33.576878,-99.116457,0
528704,26-12-2020 08:07,374000000000000.0,Terry-Huel,shopping_net,7.66,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",30-06-1948,d28dce2cdce92a82d8e5b1c8d442ed10,1388045256,46.72095,-100.746119,0
718613,3/11/2019 6:36,3570000000000000.0,"Johnson, Runolfsdottir and Mayer",misc_net,6.77,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,12/3/1967,8fe3b9f7d50c2aa5ab37e5d4cf96fe7f,1351924567,39.843915,-87.935986,0
1244170,2/6/2020 9:31,4610000000000.0,"Romaguera, Cruickshank and Greenholt",shopping_net,110.12,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,658d9ce2f1592c3a8ba9c97b32a0fe2a,1370165486,35.874019,-82.233977,0
228666,11/9/2020 12:09,4940000000000000.0,Friesen Inc,shopping_pos,133.0,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.174,1841,Film/video editor,1/6/1975,b37f3bc8f5f6e9bcf01c14dcc82815a6,1378901369,33.120284,-83.472756,0
407119,3/7/2019 18:50,344000000000000.0,Ernser-Feest,home,161.5,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,5/5/1967,304ab67282c15a9457b6fb0830b18cc5,1341341416,32.29297,-81.576275,0
529620,26-12-2020 14:12,4170000000000000.0,Larkin Ltd,kids_pets,20.06,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,10/5/1993,17a5a0b0e5b2ae53e9852ee19dd6d893,1388067137,36.361562,-97.675106,0
982211,3/2/2020 9:03,4990000000000.0,Jewess LLC,shopping_pos,7.27,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13-12-1960,d8969437928b689388f53ad43b3a32e4,1359882189,38.956715,-79.603057,0
411892,30-11-2020 10:49,4430000000000000.0,Kihn Inc,shopping_pos,2253.2,Brittany,Guerra,F,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,30-06-1943,1b701d300e13e6c832cd6f5dd615a512,1385808564,45.828038,-116.183093,0
78661,16-02-2019 12:25,4.23e+18,Erdman-Ebert,personal_care,1.97,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,3/12/1966,94addb4c25254880f43b645d41254911,1329395120,20.010789,-155.322897,0
85407,20-07-2020 20:53,3530000000000000.0,"Welch, Rath and Koepp",entertainment,29.11,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,21-11-1965,9d755aee1caa6ac3ae6ff8e70134485b,1374353595,31.694433,-95.668778,0
143387,18-03-2019 15:23,2720000000000000.0,Kutch-Ferry,home,158.42,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",25-05-1927,37ce6b1dfc6e4f804750a576b32e1446,1332084228,42.634458,-83.326472,0
581195,2/9/2019 23:26,4070000000000.0,"Metz, Russel and Metz",kids_pets,9.58,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,7/3/1931,02e861419164af695c82bfc6b5e8f03c,1346628370,37.263933,-83.458738,0
389716,21-11-2020 03:30,3550000000000000.0,"Schaefer, McGlynn and Bosco",gas_transport,101.42,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1/9/1984,5b664542567cda6607cc499e2703d9c2,1385004613,48.401716,-122.688755,0
15841,26-06-2020 20:25,372000000000000.0,Schiller Ltd,personal_care,50.04,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21-01-1966,fd2bf09287d8624bbc4936b10a5b97d9,1372278323,42.731109,-74.806015,0
449722,8/12/2020 8:36,6010000000000000.0,Stracke-Lemke,grocery_pos,91.0,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,16-04-1974,79705b73172bfc9d78f945419f7f61c1,1386491766,41.376626,-105.838441,0
1096977,31-03-2020 19:26,4950000000000000.0,Macejkovic-Lesch,shopping_pos,2.05,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",15-06-1976,71b615f8c207cd3723854db3565233ae,1364758006,37.532077,-89.598516,0
607909,15-09-2019 13:19,4940000000000000.0,Little Ltd,kids_pets,30.59,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,7/11/1990,fb3f0326d7bd89790b306744ee53ba60,1347715198,27.253792,-98.377554,0
592291,8/9/2019 14:00,3550000000000000.0,"Haley, Batz and Auer",health_fitness,6.71,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,2/4/1933,27862bb7c188a4248170c98b432d786b,1347112844,43.305159,-70.864078,0
808286,6/12/2019 15:21,4450000000000000.0,Waelchi-Wolf,kids_pets,26.35,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,4/3/1978,ca49c0dcebf9bfcedafd1e8620e3fd14,1354807313,32.49544,-95.988571,0
624057,22-09-2019 14:12,4130000000000000.0,Reichel Inc,entertainment,91.63,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",14-06-1972,611175909af870caf38b73b92c34b04e,1348323130,46.551576,-96.062162,0
144000,18-03-2019 19:20,4450000000000000.0,"Runte, Green and Emard",health_fitness,36.4,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20-01-1972,355089a4050c6316ea388b9b318a7d83,1332098416,33.676388,-95.757304,0
664401,10/10/2019 11:10,213000000000000.0,"Greenfelder, Bartoletti and Davis",misc_net,28.17,Megan,Fernandez,F,77127 Paul Station Apt. 495,Woods Cross,UT,84087,40.8874,-111.9027,13983,Insurance broker,14-08-1979,78c7b53f09d8e79f1973df80c6144345,1349867412,41.60953,-112.808414,0
382648,17-11-2020 11:40,4250000000000.0,Turcotte-Halvorson,misc_pos,93.07,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,9/3/1939,6b611479f900244f4a4321d08025e56b,1384688412,39.976943,-83.25978,0
424612,2/12/2020 19:02,38300000000000.0,Haag-Blanda,food_dining,230.7,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,14-06-1983,1fe0e3b9a78894017ad1f49938b10804,1386010970,34.29996,-100.124635,0
541391,28-12-2020 18:23,6510000000000000.0,Kris-Padberg,shopping_pos,162.9,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,15-04-1985,1e06055f23fe26e408a1b2a0d1031f78,1388255002,33.752977,-94.796356,0
151129,22-03-2019 19:15,30400000000000.0,Grimes LLC,entertainment,146.14,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,25-10-1993,d95377345ecf35cff17962f4ab469bf4,1332443738,42.397505,-78.394326,0
159079,16-08-2020 10:40,36500000000000.0,Bartoletti-Wunsch,gas_transport,58.63,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29-01-2005,b7d29036eb744f6a0071854ff853c5f0,1376649630,40.899568,-83.108497,0
924086,31-12-2019 18:52,30200000000000.0,Prosacco LLC,personal_care,107.08,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,2/1/1976,80f1ad08c33a54ca9adf1edab80157f7,1356979929,30.074588,-98.099515,0
1174507,5/5/2020 6:00,372000000000000.0,Block-Parisian,misc_net,8.25,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,d94ecc349eb93d3749966a67f5d6a45f,1367733637,43.927118,-104.237348,0
84469,20-07-2020 16:26,4.51e+18,Rau-Robel,kids_pets,4.43,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,25-07-1983,34047bf6a8e0f323bd8b410f2959b0d6,1374337587,39.046248,-78.901906,0
943291,12/1/2020 4:01,213000000000000.0,Daugherty-Thompson,food_dining,26.58,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",24-06-1968,f8073d74e7297b8ea65617b21296fe35,1357963284,42.574932,-77.069144,0
548321,22-08-2019 23:46,376000000000000.0,"Armstrong, Walter and Gottlieb",food_dining,9.6,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/2/1982,352ad0bc30c86e6dc50ad1057e93673c,1345679192,41.558936,-100.435659,0
1169323,3/5/2020 13:03,213000000000000.0,Pouros-Haag,shopping_pos,48.54,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30-11-1978,63b309931261376a14023b94a9cc1b33,1367586203,27.012202,-82.513416,0
623574,22-09-2019 10:57,4450000000000000.0,Bailey-Morar,grocery_pos,148.1,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,5/7/1954,fd97d4e433f077f70d7a2511f6ffe4d6,1348311426,39.037453,-123.26237,0
325107,23-10-2020 17:18,3570000000000000.0,Rolfson-Kunde,personal_care,3.15,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",19-03-1962,6abef10cdd0c4d1320c2f5733ac54d02,1382548723,31.790412,-101.522424,0
75167,17-07-2020 14:31,4.66e+18,Wilkinson Ltd,entertainment,46.97,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,4/8/1963,f280676e031cda9468862950cd202c48,1374071496,40.101079,-78.744305,0
396422,23-11-2020 19:09,6550000000000000.0,"Kling, Howe and Schneider",home,162.07,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,31-08-1984,c8826265b832836f6e562474654dd35e,1385233777,27.150634,-82.281776,0
519397,23-12-2020 14:27,676000000000.0,Hickle Group,shopping_pos,82.41,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,21-08-1985,a94c84088f08a1dc06c81938d509ecfa,1387808871,37.947833,-121.295741,0
294585,25-05-2019 01:36,4560000000000.0,Kerluke PLC,misc_net,9.08,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,10/2/1968,fb591a07b6f0f16cf6eac9e2fc98431f,1337909800,38.924696,-86.206925,0
314016,18-10-2020 21:25,36100000000000.0,"Turcotte, McKenzie and Koss",entertainment,32.17,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26-06-1926,36e8dabbae0140d020a4914c3cea9b29,1382131538,37.970283,-83.030203,0
167825,18-08-2020 18:08,585000000000.0,Heller PLC,health_fitness,243.08,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,13-08-1930,24ad8d5a5e903f152e33058297f188a0,1376849322,47.330329,-101.245417,0
10268,7/1/2019 7:16,4.23e+18,Conroy-Emard,food_dining,111.9,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,3/12/1966,ce4d031bdb4f1e4974deb0cceff74df9,1325920606,19.564745,-155.332622,0
424218,2/12/2020 16:22,30200000000000.0,Kilback Group,food_dining,232.25,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,16-08-1977,03e6f3a05f58ac7c87a76c52eb3e0c53,1386001327,40.634074,-74.460772,0
558426,26-08-2019 02:34,4.5e+18,"Schaefer, McGlynn and Bosco",gas_transport,76.85,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,7/11/1955,4b8aa07f673395fce26ef795427d5b99,1345948474,35.175473,-78.365695,0
304133,13-10-2020 20:46,349000000000000.0,"O'Reilly, Mohr and Purdy",home,43.26,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19-08-1950,f040cc4a0bde8c6841e89d1a0e74ed69,1381697191,40.241795,-97.96465,0
484110,30-07-2019 20:11,4.72e+18,Daugherty LLC,kids_pets,26.73,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30-03-1941,6ba9a066f84b2ad73a56c94c9abc01ab,1343679060,36.911268,-96.039427,0
357849,7/11/2020 5:51,6010000000000000.0,"Stroman, Hudson and Erdman",gas_transport,54.14,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14-10-1973,b591fab3a02cc27fd6821156ad623f1b,1383803478,42.422662,-73.148362,0
290511,8/10/2020 5:20,4280000000000000.0,Brekke and Sons,gas_transport,47.84,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,198108b1e48de8180f5bb2cbc2d2169f,1381209659,45.202071,-104.579887,0
131400,6/8/2020 0:25,5560000000000000.0,Pfeffer and Sons,shopping_pos,1.33,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,21-12-1945,bbd825003487a96f246888cdcd5dd886,1375748729,41.850535,-122.687619,0
