Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
443859,7/12/2020 11:07,581000000000.0,Herzog Ltd,misc_pos,33.52,William,Thomas,M,39227 Mcpherson Shoals,Lahoma,OK,73754,36.385,-98.0727,1078,Podiatrist,6/10/1989,699a423a0bb2423fb80646e0aa6bbbe1,1386414426,36.855207,-99.035688
285527,5/10/2020 23:08,213000000000000.0,Barton LLC,kids_pets,22.13,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),3/6/1984,ef133a50ee9df4003ea0482e7f9d749c,1381014535,34.403806,-81.974295
146309,20-03-2019 01:54,4290000000000.0,Nader-Heller,misc_net,4.17,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23-08-1940,1d8106cb84337ac128885e1aede95247,1332208488,38.17692,-80.483307
472558,27-07-2019 10:37,3530000000000000.0,Goyette Inc,shopping_net,97.02,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,15-01-1978,faf93be981445e64d47dd960dcc3d339,1343385467,44.524281,-108.782179
349489,3/11/2020 0:58,2240000000000000.0,"Lind, Huel and McClure",gas_transport,46.77,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/4/1996,a92ed4370e7aaa8ff4e821f73ca1b6ce,1383440286,38.344209,-85.323663
422577,8/7/2019 18:50,213000000000000.0,Schimmel-Olson,kids_pets,52.36,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,28-04-1986,33ac546e0a8d4d33d1ef5a3f0713092c,1341773421,32.934313,-82.16533
418858,7/7/2019 19:32,6010000000000000.0,Veum-Koelpin,travel,8.45,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15-09-1988,68518bda151da5e9ab3061e4d05b6689,1341689544,41.467875,-81.827967
420821,1/12/2020 19:10,4.56e+18,Bogisich-Weimann,kids_pets,74.96,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,9/5/1992,7a1d5dd5d044ba23eb84e5da42ec85bd,1385925031,39.592409,-105.575731
77530,15-02-2019 16:26,676000000000.0,Jacobi and Sons,shopping_pos,30.37,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,4/1/1988,f00ea18ce130b124e248f412fedcfb89,1329323202,38.557567,-103.754338
474647,14-12-2020 05:39,4130000000000000.0,"Schumm, McLaughlin and Carter",food_dining,68.76,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,7/11/1961,aa645ac8f92402749d1093fbaebb8a84,1386999585,39.872709,-73.167334
363874,9/11/2020 14:40,213000000000000.0,Gaylord-Powlowski,home,4.78,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,4/6/1962,8b1654f99878c250c907143f81385711,1384008054,41.735209,-77.443859
1235006,30-05-2020 19:07,346000000000000.0,"Effertz, Welch and Schowalter",entertainment,36.54,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,8/1/1983,3d089deb1ad32c5b7a2fbbd13b7c26ae,1369940826,39.669019,-81.410715
915347,29-12-2019 22:22,341000000000000.0,Ullrich Ltd,kids_pets,117.91,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-1980,a3cfcaf3139d4d72925c96b05dc8fb2a,1356819727,43.422399,-82.872949
679954,17-10-2019 05:15,3590000000000000.0,Funk Group,grocery_net,59.79,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-1984,8eeafdec765079984612bb60389b60b8,1350450929,39.614979,-77.500549
186341,25-08-2020 10:50,3600000000000000.0,Goldner-Lemke,entertainment,2.07,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,8/3/1952,ed20a5abf0fcbff9442ff8fce97317d4,1377427847,39.421032,-76.959
397420,24-11-2020 02:14,676000000000.0,"Cormier, Stracke and Thiel",entertainment,3.03,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",25-03-1950,a380943b9edb4f14378c0a9caeb25db9,1385259275,31.363742,-84.12562
292879,9/10/2020 15:11,4.69e+18,Little-Gleichner,travel,1.74,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,4/10/1967,6f9ef4dd6191f049ca767834c6ff463e,1381331511,40.018239,-96.388825
444574,7/12/2020 13:35,6540000000000000.0,Kihn-Fritsch,food_dining,18.94,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",23-03-1977,e2d8fb42aec39a8d6e2abd6072c3518c,1386423304,36.266003,-91.374599
348306,12/6/2019 20:28,4400000000000.0,Feil-Morar,health_fitness,3.75,Scott,Cole,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,16-01-1960,46d2481ee5330f6b815a48475b522c2e,1339532881,36.758705,-114.533658
379897,16-11-2020 14:50,343000000000000.0,"Kihn, Abernathy and Douglas",shopping_net,3.5,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,26-09-1987,a276b850947122d27d4ec9b95356fb4c,1384613452,41.833341,-72.995887
474934,14-12-2020 07:01,4630000000000000.0,"Kutch, Hermiston and Farrell",gas_transport,32.37,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",26-12-1997,53e88dd543a67a0e63979a1a4ca0b116,1387004476,30.217208,-82.484417
385321,25-06-2019 15:55,630000000000.0,Padberg-Sauer,home,34.07,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26-07-1965,c10ad7a9dbfbfa3ff4b5dff8097dea6b,1340639738,32.577336,-97.992234
513156,22-12-2020 07:14,4170000000000000.0,Erdman-Kertzmann,gas_transport,43.67,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15-02-1972,74a22344e14ed453d2654f4a17085440,1387696444,40.93455,-75.860648
394148,23-11-2020 01:30,4970000000000000.0,Funk Group,grocery_net,14.95,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,8/4/1960,88739e500881bb98be5d6b71ce4dc3cf,1385170249,33.424904,-96.615954
223173,8/9/2020 14:38,213000000000000.0,Connelly-Carter,home,47.94,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),3/6/1984,7336fc098b1e58dadfd7c70ccdd2407f,1378651097,34.906538,-82.361993
106187,28-07-2020 02:21,38600000000000.0,"Streich, Dietrich and Barton",shopping_net,1.49,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,13-05-1968,e2f86edfc4c74c09f52a316334a64763,1374978119,48.325532,-103.391506
13366,25-06-2020 18:33,180000000000000.0,Jakubowski Inc,home,82.13,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,5/10/1993,2e481e8d716015aa9c9d437cf6b08529,1372185203,40.516021,-91.508733
1185958,10/5/2020 18:33,342000000000000.0,Corwin-Romaguera,travel,1.08,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",9/11/1939,1105593e2ba872d5be74257386143157,1368210822,65.602283,-165.427769
128820,11/3/2019 22:31,213000000000000.0,Schmeler-Howe,personal_care,120.24,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17-04-1970,1a3b3137f631d19593f9f73455b3d296,1331505103,44.034969,-70.139438
112978,4/3/2019 23:09,630000000000.0,"Reichert, Rowe and Mraz",shopping_net,1.81,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,015895e9d81509f037b33eab3e726700,1330902589,49.329207,-118.655422
660447,7/10/2019 23:03,582000000000.0,"Mueller, Gerhold and Mueller",health_fitness,71.2,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28-07-1973,e08aac1b232b7809a575193136f4c4dd,1349651029,40.858299,-79.14886
433663,5/12/2020 10:56,3570000000000000.0,Powlowski-Weimann,food_dining,50.44,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,15-03-1938,f255f67fe445d1f0de675ac33bc9179e,1386241007,39.793634,-87.344838
1362,21-06-2020 20:04,379000000000000.0,Ziemann-Waters,health_fitness,23.48,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,15-12-1966,aafddfe5131acc91b52d45d0c111dfd8,1371845065,33.334277,-81.163494
224103,8/9/2020 20:57,30400000000000.0,Erdman-Schaden,personal_care,50.35,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,25-10-1993,4452d851d808b93f4a679a1593927c59,1378673830,43.463859,-78.460317
507903,8/8/2019 16:11,345000000000000.0,"Denesik, Powlowski and Pouros",home,134.22,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19-05-1984,6509933386a2ef7f7011a84476689d8d,1344442303,33.58849,-89.054651
85164,20-07-2020 19:40,2230000000000000.0,O'Keefe-Wisoky,food_dining,59.38,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,6/11/1984,be612cf5ad35641d1f01f4e40f3e9b29,1374349256,44.129675,-90.183829
77214,18-07-2020 12:35,4.22e+18,Emmerich-Rau,personal_care,76.77,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30-05-1974,6b769fb8105a2e39d9df1aaf5980f058,1374150948,38.129805,-84.564136
171492,20-08-2020 09:07,341000000000000.0,Schuppe LLC,entertainment,99.4,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",8/9/1935,e462afa30b07a4c03bb161edd1711696,1376989636,31.721,-84.031715
15930,26-06-2020 21:15,4180000000000000.0,Shanahan-Lehner,personal_care,7.71,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",27-12-1982,77d64fda1483743154bd916ef0433439,1372281324,42.517372,-92.372204
235843,14-09-2020 12:36,3520000000000000.0,Bode-Rempel,kids_pets,77.7,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,5c2f6fa2d6523cba3f79d857e88dc335,1379162162,40.164544,-83.967744
44146,6/7/2020 14:20,4460000000000.0,Morissette PLC,shopping_pos,6.24,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24-01-1990,ea079630844b9fa7bb1cd08ff4834de2,1373120448,30.546594,-83.97724
1196370,15-05-2020 02:37,30500000000000.0,Rutherford-Mertz,grocery_pos,72.52,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",2/6/1975,1567a5c456feba80b275d787c6cf2fe3,1368585427,39.555148,-88.424033
1149684,24-04-2020 14:25,4560000000000.0,"O'Connell, Botsford and Hand",home,61.86,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,26-11-1971,6860f20ebf6fb0d30ab925a85a0b8740,1366813559,40.178509,-85.542039
312114,18-10-2020 05:30,2710000000000000.0,Predovic Inc,shopping_net,110.24,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,18-12-1978,7dddb3988912ade0ca05bd42549e717d,1382074217,39.298058,-82.265408
30145,1/7/2020 1:33,30200000000000.0,"Terry, Johns and Bins",misc_pos,2.19,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,7/6/1966,fb7439439adf49d2ab1fc69da200c296,1372642391,47.346987,-96.12866
216031,6/9/2020 5:01,4.13e+18,Conroy-Cruickshank,gas_transport,51.39,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",4/10/1949,61f308a6c3a5aa2d360cf3a3365535a2,1378443703,30.820883,-94.419168
901183,27-12-2019 07:01,4250000000000000.0,Harris Inc,gas_transport,63.81,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,2/5/1956,323ad3913da98b6771f30855b7e8a5cd,1356591663,42.64908,-77.979465
259969,25-09-2020 00:36,4430000000000.0,Kunze Inc,grocery_pos,299.29,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,38360dfc789597f1b36f10c6f06f74be,1380069403,33.254866,-106.0639
61198,12/7/2020 18:26,30200000000000.0,"Turcotte, McKenzie and Koss",entertainment,95.48,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,24-03-1980,7a36b3f8666e49946116a3f552317faa,1373653598,37.9146,-81.371455
542776,28-12-2020 22:48,4900000000000000.0,"Hodkiewicz, Prohaska and Paucek",travel,3.58,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19-10-1990,75b8a9a64e519f01282940a5de298be3,1388270923,42.529261,-73.689513
890987,24-12-2019 04:40,4610000000000000.0,McGlynn-Jaskolski,misc_pos,49.75,James,Lynch,M,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,8/7/1989,c813042f839906f0bab48e8661c5f207,1356324004,40.624299,-79.682462
703090,27-10-2019 10:47,213000000000000.0,Will Ltd,food_dining,61.71,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,9/2/1963,40b27d97b0f23ce4f13c88c775ac6f3b,1351334854,33.817896,-86.141314
439781,6/12/2020 17:40,3590000000000000.0,Rippin-VonRueden,health_fitness,34.95,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14-02-1984,edf5ca0f909709f905e40698ae09f742,1386351613,40.379676,-78.12293
42375,6/7/2020 2:28,4270000000000000.0,"Raynor, Reinger and Hagenes",gas_transport,73.78,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",5/1/1954,a4861c32a28ea0a52d035dbf3c04e86b,1373077684,34.632123,-92.63688
151527,22-03-2019 23:15,4500000000000000.0,"Medhurst, Labadie and Gottlieb",travel,489.3,Paul,Wade,M,2306 Clark Ranch Suite 515,Ferney,SD,57439,45.329,-98.0837,52,Bookseller,22-05-1990,cf63cb5547dd32edc82ebb799362a597,1332458125,44.752024,-98.359966
419595,7/7/2019 23:07,4590000000000000.0,Hermann and Sons,shopping_pos,3.99,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,12/4/1976,49cc66e864a4b4c57e5b1f39cf50ee43,1341702447,44.597977,-68.693346
315141,1/6/2019 11:27,6010000000000000.0,Murray Ltd,grocery_net,114.0,Scott,Sullivan,M,776 Martin Ridge,Newton,NH,3858,42.8678,-71.042,4603,"Therapist, music",7/12/1952,d62d8cfac17eedd0e7c59c670ef54fff,1338550027,42.08559,-71.366888
430727,4/12/2020 15:21,213000000000000.0,Collier LLC,home,63.29,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30-11-1978,1575c8e533090e62e853c156dcd9d2b7,1386170486,28.579709,-82.922046
415933,30-11-2020 23:12,213000000000000.0,Bahringer-Streich,food_dining,16.55,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,81c813c8a0ed140b10122f3f029b3a9f,1385853140,33.481388,-117.834198
543818,29-12-2020 03:21,30000000000000.0,Harris Inc,gas_transport,67.16,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,3/9/1979,469d7e903a807d8975db438ad0e7e0a8,1388287299,33.327415,-90.907885
66400,14-07-2020 01:44,378000000000000.0,Pagac LLC,shopping_pos,1.53,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",17-11-1964,5c4bd7336e086f5a7d6c46ac776c4a3a,1373766279,40.84969,-72.633709
308397,16-10-2020 08:10,6540000000000000.0,Stoltenberg-Beatty,shopping_pos,8.24,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,19-06-1967,2a27ccae7ef8b198e28f2e151b74d94e,1381911046,43.045512,-82.416709
214573,19-04-2019 20:41,5000000000000000.0,"Welch, Rath and Koepp",entertainment,31.15,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,13-06-1983,1dde1d12b3176f73e25e956b895a87dd,1334868085,41.741376,-124.620142
513819,10/8/2019 20:13,4650000000000000.0,"Douglas, Schneider and Turner",shopping_pos,6.15,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,07ad2f5804d6004f502eb99a8d373904,1344629590,36.681199,-86.061192
1193074,13-05-2020 01:09,340000000000000.0,"Roob, Conn and Tremblay",shopping_pos,8.96,Sophia,Dickson,F,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,9/2/1934,12b4931bcbf67be7fcf5c3e630107353,1368407381,36.766692,-78.868499
549789,30-12-2020 04:16,4680000000000.0,"Connelly, Reichert and Fritsch",gas_transport,67.2,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1/7/1972,41aab27a40a269799fff6e7fb83446b9,1388377001,30.896178,-91.895128
1006778,17-02-2020 16:59,3510000000000000.0,Haley Group,misc_pos,11.41,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1/4/1973,f0693c66d32a4f513c7f21ff41299ab3,1361120349,34.497057,-86.080589
419327,1/12/2020 14:24,4100000000000000.0,Goyette-Gerhold,kids_pets,77.7,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",19-09-1988,03bf820e7c3980fb18c7f585b9a6e77a,1385907862,32.89806,-116.40305
368422,10/11/2020 22:24,4510000000000000.0,Gerhold LLC,home,54.83,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12/7/1926,b5bc1e6cb439693a8d51bd915f1e1fa6,1384122287,32.253356,-81.905915
428599,11/7/2019 13:03,30400000000000.0,"Turner, Ziemann and Lehner",food_dining,11.09,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,13-10-1991,c3c363ac9c1fbc0fee358e1276354058,1342011790,41.925065,-75.739267
508147,8/8/2019 18:15,344000000000000.0,Eichmann-Kilback,home,64.07,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,24-01-1956,26286a3eccf004cf99016fd56fefdff0,1344449736,41.940269,-93.571197
957607,20-01-2020 00:03,3530000000000000.0,"Mosciski, Ziemann and Farrell",shopping_net,91.36,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,15-01-1978,d367f489d6a13d80e843d28da9c3f1e1,1358640214,45.309117,-108.111865
236555,14-09-2020 16:39,4450000000000000.0,"Dare, Fritsch and Zboncak",health_fitness,46.19,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,5/7/1954,986c5d17ac816502346c2987a049c22d,1379176766,37.581365,-123.582046
1286022,16-06-2020 20:25,4860000000000.0,Watsica LLC,personal_care,30.35,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15-09-1956,dd82ec8c56942dfdaca49ecff864202c,1371414317,41.537274,-78.71595
717488,2/11/2019 20:52,3590000000000000.0,Goyette-Gerhold,kids_pets,47.62,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,15-10-1974,07e8ffafcd7195bd63e297d3701e9938,1351889577,35.22621,-90.074355
1261414,8/6/2020 16:56,3540000000000000.0,Bahringer Group,health_fitness,313.18,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,7/5/2003,c94bf8f9d7bcd021a06f5099fc3e037e,1370710593,39.904061,-90.901797
109453,28-07-2020 22:26,346000000000000.0,Eichmann-Kilback,home,62.49,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19-03-1985,e2fc0fa91026a009b51141741eee3450,1375050380,38.563495,-74.347739
174848,21-08-2020 19:20,4070000000000.0,Ullrich Ltd,kids_pets,48.95,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,7/3/1931,1eae29e54348d0cbad511836da8af9a0,1377112852,37.424778,-82.332499
236476,28-04-2019 22:46,6010000000000000.0,Beier and Sons,home,12.94,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,12/7/1980,f1f2d6bc7fe52946ed6a80241a699add,1335653160,34.262691,-86.472006
553646,31-12-2020 12:00,30400000000000.0,Abbott-Steuber,personal_care,85.32,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22-06-1981,f6b74adf3520fc16c0c00e4c718a358b,1388491247,42.485472,-76.044977
318415,20-10-2020 08:15,348000000000000.0,"Baumbach, Hodkiewicz and Walsh",shopping_pos,7.67,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,22-03-1948,510446676a1c7bb0f80bb2a212181563,1382256902,30.466131,-88.04694
260187,25-09-2020 03:52,4.46e+18,"Labadie, Treutel and Bode",shopping_net,106.07,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,19-05-1987,2882173a5bdd63328f23a045f4e6885a,1380081161,38.09094,-121.455723
166405,18-08-2020 09:57,4.77e+18,Halvorson Group,misc_pos,1.08,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,22-08-1954,a723dc9d4c422590a74cbda4929dd211,1376819825,39.974226,-76.647568
285631,5/10/2020 23:47,2230000000000000.0,Bins-Tillman,entertainment,71.19,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,6/11/1984,49050e82f005e4738176d1b1a4d7d00a,1381016847,43.167867,-91.074215
151430,22-03-2019 22:24,4840000000000000.0,"Hartmann, Rowe and Hermann",travel,2.0,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,6/5/1955,93e59585fc60f95c4b26c506b27e2fef,1332455054,38.800743,-86.682424
270011,13-05-2019 14:35,3590000000000000.0,Stark-Koss,home,3.11,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29-06-1935,0dccfd63b7e6911dd8c754e1e5767c49,1336919705,43.915283,-93.699028
219614,7/9/2020 12:45,4630000000000000.0,Fahey Inc,kids_pets,6.1,Jasmine,Wade,F,90662 Lewis Avenue,Providence,RI,2908,41.8383,-71.4377,203571,"Nurse, children's",29-11-1995,2a90d58fd5527f41a48021b728d8c933,1378557941,41.202989,-72.168037
351315,3/11/2020 16:13,4.8e+18,"Hagenes, Kohler and Hoppe",food_dining,13.97,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,13-03-1991,f843cb488b47ec96379d8706b84f7610,1383495205,38.873617,-85.887822
36581,4/7/2020 4:50,213000000000000.0,"Moore, Dibbert and Koepp",misc_net,8.37,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1/8/1984,0b4c86c5cf96e9b3171d459ec14a3c21,1372913445,41.577436,-108.99572
497904,4/8/2019 20:03,6590000000000000.0,Lesch Ltd,shopping_pos,54.02,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,4/1/1977,d1e4ba3caa5ee2b84ef17276ceba8eb9,1344110584,27.074248,-80.304798
362358,9/11/2020 2:09,630000000000.0,Howe Ltd,misc_pos,21.18,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,1/5/1936,d8cfbe3e64abed863926542450a782b6,1383962991,45.915822,-122.490072
461122,11/12/2020 4:01,30300000000000.0,"Schumm, Bauch and Ondricka",grocery_pos,87.47,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21-11-1976,3ba05884f70c3b748b55b0bd77b4e932,1386734516,37.611992,-77.408014
1014533,22-02-2020 20:54,4840000000000000.0,"Watsica, Haag and Considine",shopping_pos,9.18,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,3d3778e637f81c27bdc6f928367a664d,1361566450,46.292492,-85.867994
138064,8/8/2020 23:04,676000000000.0,Altenwerth-Kilback,home,10.14,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28-12-1974,6d7d13780547dbb9534db2700f50db07,1376003096,41.663026,-82.646396
303436,27-05-2019 13:51,4630000000000000.0,Keeling-Crist,misc_pos,102.23,Jasmine,Wade,F,90662 Lewis Avenue,Providence,RI,2908,41.8383,-71.4377,203571,"Nurse, children's",29-11-1995,666fb10876fcabe90355de211a012b19,1338126688,42.31593,-72.264309
